code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
FSADW008,Bradwell Oak and Charcoal Painted Compact Desk,399,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_small_desk_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Desks,Scandinavian,Office,77cm,55cm,110cm
LVADW007,Bradwell Oak and Charcoal Painted Computer Desk,549,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_desk_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Desks,Scandinavian,Office,77cm,60cm,120cm
LVADW027,Bradwell Oak and Charcoal Painted Double Bed,679,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_oak_and_charcoal_s_feed.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Beds,Scandinavian,Bedroom,112cm,145cm,206cm
FSADW023,Bradwell Oak and Charcoal Painted Double Wardrobe,749,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw023_bradwellcharcoal_doublewardrobe_a_-resized_solid_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Wardrobes,Scandinavian,Bedroom,190cm,66cm,110cm
LVADW019,Bradwell Oak and Charcoal Painted Dressing Stool,99,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_dressing_table_stool_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Stools,Scandinavian,Bedroom,45cm,,45cm
LVADW018,Bradwell Oak and Charcoal Painted Dressing Table,349,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_dressing_table_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Dressing Tables,Scandinavian,Living Room,77cm,43cm,120cm
LVADW018/LVADW019/MIR530-CHAR,Bradwell Oak and Charcoal Painted Dressing Table Set,529,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_dressing_table_set_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Dressing Table Sets,Scandinavian,Living Room,77cm/56cm/45cm,43cm/10cm/36cm,120cm/53cm/43cm
LVADW025,Bradwell Oak and Charcoal Painted King Size Bed,699,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_oak_and_charcoal_l_feed.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Beds,Scandinavian,Bedroom,112cm,216cm,160cm
LVADW001,Bradwell Oak and Charcoal Painted Large Sideboard,579,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_large_sideboard_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Sideboards,Scandinavian,Living Room,82cm,43cm,140cm
LVADW003,Bradwell Oak and Charcoal Painted Large TV Unit,429,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw003_bradwellcharcoal_largetvcabinet_a-resized_solid_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,TV Units,Scandinavian,Living Room,55cm,43cm,140cm
LVADW012,Bradwell Oak and Charcoal Painted Nest of Tables,219,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_nest_of_tables_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Nest of Tables,Scandinavian,Living Room,56cm/49cm,43cm/43cm,60cm/44cm
LVADW006,Bradwell Oak and Charcoal Painted Small Bookcase,349,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw006_bradwellcharcoal_smallbookcase_a-solid_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Bookcases,Scandinavian,Living Room,110cm,35cm,85cm
LVADW002,Bradwell Oak and Charcoal Painted Small Sideboard,399,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_small_sideboard_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Sideboards,Scandinavian,Living Room,82cm,43cm,95cm
LVADW004,Bradwell Oak and Charcoal Painted Small TV Unit,349,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw003_bradwellcharcoal_smalltvcabinet_a-resized_solid_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,TV Units,Scandinavian,Living Room,55cm,43cm,93cm
LVADW026,Bradwell Oak and Charcoal Painted Super King size Bed,849,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_oak_and_charcoal_xl_feed.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Beds,Scandinavian,Bedroom,112cm,190cm,216cm
LVADW005,Bradwell Oak and Charcoal Painted Tall Bookcase,499,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw005_bradwellcharcoal_tallbookcase_a-solid_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Bookcases,Scandinavian,Living Room,190cm,35cm,85cm
LVADW024,Bradwell Oak and Charcoal Painted Triple Wardrobe,999,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw024_bradwellcharcoal_triplewardrobe_a-resized_solid_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Wardrobes,Scandinavian,Bedroom,190cm,66cm,150cm
LVADW015,Bradwell Oak and Charcoal Painted Wide Chest of Drawers,629,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_wide_chest_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Chest of Drawers,Scandinavian,Bedroom,77cm,43cm,140cm
LVELL017,Bradwell Oak and Signal White Painted 1 Drawer Bedside Chest,169,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_1_drawer_bedside_chest_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Bedside Tables,Scandinavian,Bedroom,60cm,37cm,47cm
LVELL011,Bradwell Oak and Signal White Painted 1 Drawer Lamp Table,159,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_lamp_table_hardwood_stamp.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Side Tables,Scandinavian,Living Room,50cm,50cm,50cm
LVELL016,Bradwell Oak and Signal White Painted 2 Drawer Bedside Chest,179,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_2_drawer_bedside_chest_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Bedside Tables,Scandinavian,Bedroom,60cm,37cm,47cm
LVELL014,Bradwell Oak and Signal White Painted 2 Over 3 Chest of Drawers,499,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_2_over_3_chest_hardwood_stamp.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Chest of Drawers,Scandinavian,Bedroom,89cm,43cm,95cm
FSELL010,Bradwell Oak and Signal White Painted 4 Drawer Coffee Table,379,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_coffee_table_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Coffee Tables,Scandinavian,Living Room,46cm,60cm,120cm
LVELL013,Bradwell Oak and Signal White Painted 5 Drawer Tallboy,399,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_stamped_1.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Chest of Drawers,Scandinavian,Bedroom,109cm,43cm,47cm
LVELL022,Bradwell Oak and Signal White Painted Blanket Box,289,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw022_bradwellchalkwhite_blanketbox_a-updated_-_resized_-_solid_stamp.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Blanket Boxes,Scandinavian,Bedroom,50cm,50cm,95cm
FSELL008,Bradwell Oak and Signal White Painted Compact Desk,299,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_small_desk_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Desks,Scandinavian,Office,77cm,55cm,110cm
LVELL007,Bradwell Oak and Signal White Painted Computer Desk,449,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_computer_desk_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Desks,Scandinavian,Office,77cm,60cm,120cm
LVELL027,Bradwell Oak and Signal White Painted Double Bed,499,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_oak_and_white__s_feed.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Beds,Scandinavian,Bedroom,112cm,145cm,206cm
FSELL023,Bradwell Oak and Signal White Painted Double Wardrobe,749,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw023_bradwellchalkwhite_doublewardrobe_a-resized_solid_stamp.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Wardrobes,Scandinavian,Bedroom,190cm,66cm,110cm
LVELL019,Bradwell Oak and Signal White Painted Dressing Stool,99,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_dressing_table_stool_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Stools,Scandinavian,Bedroom,45cm,,45cm
FSELL018,Bradwell Oak and Signal White Painted Dressing Table,349,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_chalk_white_dressing_table_hardwood.jpg,"The Bradwell Collection features signal white painted solid hardwood frames and rustic 100% solid oak tops. With stunning curved designs and chic recessed handles, the traditionally crafted Bradwell range is sure to impress.",White,Hardwood,Dressing Tables,Scandinavian,Living Room,77cm,43cm,120cm
