code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
TEAU015/TEAU016,Chateau Noir Oak and Black Painted Large Dresser,849,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau015_teau016-_1_-chateau_noir_large_dresser-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Dressers,Mid Century Modern,Living Room,83cm/107cm,43cm/35cm,139cm
TEAU015,Chateau Noir Oak and Black Painted Large Sideboard,529,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau015-_1_-chateau_noir_large_sideboard-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Sideboards,Mid Century Modern,Living Room,83cm,43cm,139cm
TEAU030,Chateau Noir Oak and Black Painted Nest Of Tables,199,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau030-_1_-chateau_noir_nest_of_tables-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Nest of Tables,Mid Century Modern,Living Room,50cm/40cm,36cm/36cm,54cm/36cm
TEAU017/TEAU018,Chateau Noir Oak and Black Painted Small Dresser,599,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau017_teau018-_1_-chateau_noir_small_dresser-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Dressers,Mid Century Modern,Living Room,83cm/107cm,43cm/35cm,96cm
TEAU017,Chateau Noir Oak and Black Painted Small Sideboard,349,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau017-_1_-chateau_noir_small_sideboard-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Sideboards,Mid Century Modern,Living Room,83cm,43cm,96cm
TEAU013,Chateau Noir Oak and Black Painted Super King Size Bed,679,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau013-_2_-chateau_noir_super_king_size_bed-5x4-lifestyle-web-pdp.jpg,"The Chateau Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Beds,Mid Century Modern,Bedroom,117cm,215cm,190cm
TEAU021,Chateau Noir Oak and Black Painted Super Wide TV Cabinet,379,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau021-_1_-chateau_noir_super_wide_tv_cabinet-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,TV Units,Mid Century Modern,Living Room,60cm,43cm,160cm
TEAU024,Chateau Noir Oak and Black Painted Tall Bookcase,379,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau024-_1_-chateau_noir_tall_bookcase-5x4-lifestyle-web-pdp.jpg,"The Chateau Noir Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Bookcases,Mid Century Modern,Living Room,190cm,35cm,85cm
TEAU011,Chateau Noir Oak and Black Painted Triple Wardrobe,899,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau011-_1_-chateau_noir_triple_wardrobe-5x4-lifestyle-web-pdp.jpg,"The Chateau Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Wardrobes,Mid Century Modern,Bedroom,190cm,63.5cm,146.5cm
TEAU003,Chateau Noir Oak and Black Painted Wide Chest of Drawers,499,https://www.oakandmore.co.uk/static/media/catalog/product/t/e/teau003-_1_-chateau_noir_wide_3_over_4_chest_of_drawers-5x4-lifestyle-web-pdp.jpg,"The Chateau Oak and Black Painted Collection is sturdy and classic. With black painted solid hardwood frames and rustic 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",Black,Hardwood,Chest of Drawers,Mid Century Modern,Bedroom,80cm,43.3cm,120cm
CHAT005,Chateau Oak and Soft White Painted 1 Drawer Bedside Table,139,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_1drawbedside_a__2_updated_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Bedside Tables,Mid Century Modern,Bedroom,60.5cm,37cm,47cm
CHAT004,Chateau Oak and Soft White Painted 2 Drawer Bedside Table,179,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_2drawbedside_a__2_updated_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Bedside Tables,Mid Century Modern,Bedroom,60.4cm,37cm,47cm
CHAT002,Chateau Oak and Soft White Painted 2 Over 3 Chest of Drawers,429,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_3and2chestdraw_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Chest of Drawers,Mid Century Modern,Bedroom,102cm,43.3cm,83.4cm
CHAT001,Chateau Oak and Soft White Painted 5 Drawer Tallboy,379,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_5drawtallboy_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Chest of Drawers,Mid Century Modern,Bedroom,117.1cm,43.3cm,52cm
CHAT009,Chateau Oak and Soft White Painted Blanket Box,299,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_blanketbox_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Blanket Boxes,Mid Century Modern,Bedroom,50cm,50cm,98cm
CHAT010,Chateau Oak and Soft White Painted Double Wardrobe,799,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_doublewardrobe_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Wardrobes,Mid Century Modern,Bedroom,190cm,63.5cm,99.8cm
CHAT006,Chateau Oak and Soft White Painted Dressing Table,349,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_dressingtable_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Dressing Tables,Mid Century Modern,Bedroom,82.5cm,43.5cm,120cm
CHAT006/CHAT007/CHAT008,Chateau Oak and Soft White Painted Dressing Table Set,499,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_dressingtablemirror_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Dressing Table Sets,Mid Century Modern,Bedroom,82.5cm/57cm/45cm,43.5cm/10.4cm/36cm,120cm/62.5cm/45cm
CHAT008,Chateau Oak and Soft White Painted Dressing Table Stool,99,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_3dressingstool_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Stools,Mid Century Modern,Bedroom,45cm,,45cm
CHAT011,Chateau Oak and Soft White Painted Triple Wardrobe,1149,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_triplewardrobe_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Wardrobes,Mid Century Modern,Bedroom,190cm,63.5cm,146.5cm
CHAT003,Chateau Oak and Soft White Painted Wide Chest of Drawers,449,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_3and4chestdraw_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Chest of Drawers,Mid Century Modern,Bedroom,80cm,43.3cm,120cm
CHAT014,Chateau Soft White Painted Double Bed,579,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_s_feed.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Beds,Mid Century Modern,Bedroom,117cm,205cm,145cm
CHAT007,Chateau Soft White Painted Dressing Table Mirror,99,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_dressingtablemirroralone_a_ss.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Mirrors,Mid Century Modern,Bedroom,57cm,10.4cm,62.2cm
CHAT012,Chateau Soft White Painted King Size Bed,599,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_l_feed.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Beds,Mid Century Modern,Bedroom,117cm,215cm,160cm
CHAT013,Chateau Soft White Painted Super King Size Bed,679,https://www.oakandmore.co.uk/static/media/catalog/product/c/h/chateau_xl_feed.jpg,"The Chateau Oak and Soft White Painted Collection is sturdy and classic. With white painted solid hardwood frames and 100% solid oak tops, this range features ornate design details including elegant sculpted feet and curved corners.",White,Hardwood,Beds,Mid Century Modern,Bedroom,117cm,215cm,190cm
CHIS009,Chiswick 3 Seater Dark Grey Velvet Left Facing Chesterfield Corner Chaise Sofa,1149,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_grey_velvet_-_chiswick_-_3_seater_l_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Grey,Velvet,Sofas,Minimalism,Living Room,77cm,184cm,273cm
CHIS010,Chiswick 3 Seater Dark Grey Velvet Right Facing Chesterfield Corner Chaise Sofa,1149,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_grey_velvet_-_chiswick_-_3_seater_r_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Grey,Velvet,Sofas,Minimalism,Living Room,77cm,184cm,273cm
CHIS001,Chiswick Extra Large Blue Velvet Left Facing Chesterfield Corner Chaise Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_blue_velvet_-_chiswick_-extra_large_l_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Blue,Velvet,Sofas,Minimalism,Living Room,77cm,183cm,310cm
CHIS002,Chiswick Extra Large Blue Velvet Right Facing Chesterfield Corner Chaise Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_blue_velvet_-_chiswick_-extra_large_r_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Blue,Velvet,Sofas,Minimalism,Living Room,77cm,183cm,310cm
CHIS011,Chiswick Extra Large Dark Grey Velvet Left Facing Chesterfield Corner Chaise Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_grey_velvet_-_chiswick_-extra_large_l_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Grey,Velvet,Sofas,Minimalism,Living Room,77cm,183cm,310cm
CHIS012,Chiswick Extra Large Dark Grey Velvet Right Facing Chesterfield Corner Chaise Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_grey_velvet_-_chiswick_-extra_large_r_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Grey,Velvet,Sofas,Minimalism,Living Room,77cm,183cm,310cm
CHIS003,Chiswick Extra Large Green Velvet Left Facing Chesterfield Corner Chaise Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/g/r/green_velvet_-_chiswick_-extra_large_l_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Green,Velvet,Sofas,Minimalism,Living Room,77cm,183cm,310cm
CHIS004,Chiswick Extra Large Green Velvet Right Facing Chesterfield Corner Chaise Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/g/r/green_velvet_-_chiswick_-extra_large_r_facing_-_lifestyle.jpg,"Comfort, luxury, style and elegance come together in the simply stunning Chiswick collection. Classic Chesterfield charm is paired with contemporary detailing and ultra-padded foam filled cushions for a comfortable and elegant finish.",Green,Velvet,Sofas,Minimalism,Living Room,77cm,183cm,310cm
COLB002,Colby 200cm White Oval Marble Dining Table,999,https://www.oakandmore.co.uk/static/media/catalog/product/2/6/2605_coloseum_2m_-04-03-2020_day_06_.jpg,"The Colby collection is composed of grand, oval marble tables that will dazzle guests and become the focal point of dinner parties. The tables have large, handsome surfaces supported by a broad base.",White,Marble,Dining Tables,Contemporary,Dining Room,76cm,200cm,100cm
GB211-2PP-LightGreyLeather,Cooper Light Grey Leather 2 Seater Recliner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb211-2pp-light_grey_leather-_1_-cooper_light_grey_leather_2_seater_recliner-5x4-lifestyle-web-pdp-nfr.jpg,"The Cooper Collection is expertly handmade to blend style, comfort, and everyday ease. Built with pocket springs and finished in a high quality soft-feel leather, each piece features smooth power recline and USB and USB-C ports for effortless relaxation.",Grey,Leather,Recliners,Minimalism,Living Room,105cm,98cm,164cm
GB211-3PP-LightGreyLeather,Cooper Light Grey Leather 3 Seater Recliner Sofa,1499,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb211-3pp-light_grey_leather-_1_-cooper_light_grey_leather_3_seater_recliner-5x4-lifestyle-web-pdp-nfr.jpg,"The Cooper Collection is expertly handmade to blend style, comfort, and everyday ease. Built with pocket springs and finished in a high quality soft-feel leather, each piece features smooth power recline and USB and USB-C ports for effortless relaxation.",Grey,Leather,Recliners,Minimalism,Living Room,105cm,98cm,217cm
GB211-1P-LightGreyLeather,Cooper Light Grey Leather Recliner Armchair,799,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb211-1p-light_grey_leather-_2_-cooper_light_grey_leather_recliner_chair-5x4-lifestyle-web-pdp-nfr.jpg,"The Cooper Collection is expertly handmade to blend style, comfort, and everyday ease. Built with pocket springs and finished in a high quality soft-feel leather, each piece features smooth power recline and USB and USB-C ports for effortless relaxation.",Grey,Leather,Recliners,Minimalism,Living Room,105cm,98cm,104cm
GB211-2PP-MillerTaupeGrey,Cooper Taupe Grey Fabric 2 Seater Recliner Sofa,899,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb211-2pp-miller_taupe_grey-_1_-cooper_taupe_grey_2_seater_recliner-5x4-lifestyle-web-pdp_1.jpg,"The Cooper Collection is expertly handmade to blend style, comfort, and everyday ease. Built with pocket springs and finished in a soft, luxurious fabric, each piece features smooth power recline and USB and USB-C ports for effortless relaxation.",Natural,Fabric,Recliners,Minimalism,Living Room,105cm,98cm,164cm
GB211-3PP-MillerTaupeGrey,Cooper Taupe Grey Fabric 3 Seater Recliner Sofa,1099,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb211-3pp-miller_taupe_grey-_1_-cooper_taupe_grey_3_seater_recliner-5x4-lifestyle-web-pdp.jpg,"The Cooper Collection is expertly handmade to blend style, comfort, and everyday ease. Built with pocket springs and finished in a soft, luxurious fabric, each piece features smooth power recline and USB and USB-C ports for effortless relaxation.",Natural,Fabric,Recliners,Minimalism,Living Room,105cm,98cm,217cm
GB211-1P-MillerTaupeGrey,Cooper Taupe Grey Fabric Recliner Armchair,599,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb211-1p-miller_taupe_grey-_1_-cooper_taupe_grey_recliner_armchair-5x4-lifestyle-web-pdp.jpg,"The Cooper Collection is expertly handmade to blend style, comfort, and everyday ease. Built with pocket springs and finished in a soft, luxurious fabric, each piece features smooth power recline and USB and USB-C ports for effortless relaxation.",Natural,Fabric,Recliners,Minimalism,Living Room,105cm,98cm,104cm
MIR900-CREAM,Cream Painted 90cm Wall Mirror,99,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bridstow_downstairsrangeofoccasionals_01a_ss.jpg,"The Cream Painted Collection adds timeless style to any space. Traditionally crafted, this painted collection is sturdy and effortlessly stylish.",Cream,Hardwood,Mirrors,Transitional,Bedroom,60cm,2.5cm,90cm
MIR530-CREAM,Cream Painted Dressing Table Mirror,89,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bridstow_bedroomrange_mirror_07a_cream_ss.jpg,"The Cream Painted Collection is built to last, with solid wood frames with a stunning Cream painted finish.",Cream,Hardwood,Mirrors,Transitional,Bedroom,56cm,10cm,53cm
CREM001,Crema 160cm Grey Marble Dining Table,649,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt20007_11.jpg,"The Crema collection showcases elegant marble tables with rich, deep grey colouring on both the tabletops and the bases. Coming in various shapes and sizes, this range has something for everyone.",Grey,Marble,Dining Tables,Contemporary,Dining Room,76cm,160cm,90cm
CREM002,Crema 180cm Grey Marble Dining Table,899,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt20007_10.jpg,"The Crema collection showcases elegant marble tables with rich, deep grey colouring on both the tabletops and the bases. Coming in various shapes and sizes, this range has something for everyone.",Grey,Marble,Dining Tables,Contemporary,Dining Room,76cm,180cm,100cm
CREM003,Crema 220cm Grey Marble Dining Table,899,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt20007_9.jpg,"The Crema collection showcases elegant marble tables with rich, deep grey colouring on both the tabletops and the bases. Coming in various shapes and sizes, this range has something for everyone.",Grey,Marble,Dining Tables,Contemporary,Dining Room,76cm,220cm,100cm
NWE024,Dartmouth Oak and Soft White Painted Dressing Table Mirror,59,https://www.oakandmore.co.uk/static/media/catalog/product/n/e/new_weymouth_dressing_mirror_front_1.jpg,The stunning Dartmouth Collection combines classic design with exceptional durability. Featuring soft white painted solid hardwood frames with panel detailing and grey 100% solid oak tops for a traditional two-toned finish.,White,Hardwood,Mirrors,Scandinavian,Bedroom,56cm,10cm,53cm
DARW004,Darwin Charcoal Grey Fabric Armchair,499,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw004-_1__charcoal-darwin_armchair-lifestyle-web.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Charcoal,Fabric,Sofas,Transitional,Living Room,93cm,94cm,118cm
DARW015,Darwin Charcoal Grey Fabric Left Hand Facing Chaise Corner Sofa,979,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw015-_1__charcoal-darwin_lh_corner_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Charcoal,Fabric,Sofas,Transitional,Living Room,93cm,156cm,202cm
DARW003,Darwin Charcoal Grey Fabric Right Hand Facing Chaise Corner Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw003-_1__charcoal-darwin_rh_corner_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Charcoal,Fabric,Sofas,Transitional,Living Room,93cm,156cm,202cm
DARW002,Darwin Charcoal Grey Fabric Three Seater Sofa,749,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw002-_1__charcoal-darwin_3_seater_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Charcoal,Fabric,Sofas,Transitional,Living Room,93cm,94cm,202cm
DARW001,Darwin Charcoal Grey Fabric Two Seater Sofa,799,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw001-_1__charcoal-darwin_2_seater_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Charcoal,Fabric,Sofas,Transitional,Living Room,93cm,94cm,147cm
DARW008,Darwin Light Grey Fabric Armchair,579,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw008-_1__light_grey-darwin_armchair-lifestyle-web.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Grey,Fabric,Sofas,Transitional,Living Room,93cm,94cm,118cm
DARW014,Darwin Light Grey Fabric Left Hand Facing Chaise Corner Sofa,979,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw014-_1__light_grey-darwin_lh_corner_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Grey,Fabric,Sofas,Transitional,Living Room,93cm,156cm,202cm
DARW007,Darwin Light Grey Fabric Right Hand Facing Chaise Corner Sofa,979,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw007-_1__light_grey-darwin_rh_corner_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Grey,Fabric,Sofas,Transitional,Living Room,93cm,156cm,202cm
DARW006,Darwin Light Grey Fabric Three Seater Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw006-_1__light_grey-darwin_3_seater_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Grey,Fabric,Sofas,Transitional,Living Room,93cm,94cm,202cm
DARW005,Darwin Light Grey Fabric Two Seater Sofa,799,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw005-_1__light_grey-darwin_2_seater_sofa-lifestyle-web_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Grey,Fabric,Sofas,Transitional,Living Room,93cm,94cm,147cm
DARW012,Darwin Natural Fabric Armchair,499,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw012-_1__natural-darwin_armchair-lifestyle-web_v2_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Natural,Fabric,Sofas,Transitional,Living Room,93cm,94cm,118cm
DARW013,Darwin Natural Fabric Left Hand Facing Chaise Corner Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw013-_1__natural-darwin_lh_corner_sofa-lifestyle-web_v2_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Natural,Fabric,Sofas,Transitional,Living Room,93cm,156cm,202cm
DARW011,Darwin Natural Fabric Right Hand Facing Chaise Corner Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw011-_1__natural-darwin_rh_corner_sofa-lifestyle-web_v2_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Natural,Fabric,Sofas,Transitional,Living Room,93cm,156cm,202cm
DARW010,Darwin Natural Fabric Three Seater Sofa,749,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw010-_1__natural-darwin_3_seater_sofa-lifestyle-web_v2_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Natural,Fabric,Sofas,Transitional,Living Room,93cm,94cm,202cm
DARW009,Darwin Natural Fabric Two Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/darw009-_1__natural-darwin_2_seater_sofa-lifestyle-web_v2_1.jpg,"With beautifully soft fabric, the Darwin collection features classic rolled arms and generous seat and back cushions for the ultimate in comfort and style. Complete with turned wooden feet with a natural finish that highlights the grain.",Natural,Fabric,Sofas,Transitional,Living Room,93cm,94cm,147cm
YYECL018,Eclipse Solid Oak 2 Drawer Bedside Chest,169,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl018_eclipseoak_2drawerbedsidechest_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Bedside Tables,Mid Century Modern,Bedroom,60cm,37cm,47cm
YYECL016,Eclipse Solid Oak 2 Over 3 Chest of Drawers,449,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/eclipse_2_over_3_chest_updated.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,94cm,43cm,98cm
